Date,Open,High,Low,Close,Adj Close,Volume,Overbought
3/1/2021,123.75,127.93,122.790001,127.790001,127.034966,116307900,16
3/2/2021,128.410004,128.720001,125.010002,125.120003,124.380745,102260900,7
3/3/2021,124.809998,125.709999,121.839996,122.059998,121.338821,112966300,12
3/4/2021,121.75,123.599998,118.620003,120.129997,119.420227,178155000,50
3/5/2021,120.980003,121.940002,117.57,121.419998,120.702599,153766600,73
3/8/2021,120.93,121,116.209999,116.360001,115.672493,154376600,29
3/9/2021,119.029999,122.059998,118.790001,121.089996,120.37455,129525800,92
3/10/2021,121.690002,122.169998,119.449997,119.980003,119.271118,111943300,30
3/11/2021,122.540001,123.209999,121.260002,121.959999,121.23941,103026500,79
3/12/2021,120.400002,121.169998,119.160004,121.029999,120.314903,88105100,41
3/15/2021,121.410004,124,120.419998,123.989998,123.257416,92403800,76
3/16/2021,125.699997,127.220001,124.720001,125.57,124.828087,115227900,29
3/17/2021,124.050003,125.860001,122.339996,124.760002,124.022873,111932600,88
3/18/2021,122.879997,123.18,120.32,120.529999,119.817863,121229700,36
3/19/2021,119.900002,121.43,119.68,119.989998,119.281044,185549500,44
3/22/2021,120.330002,123.870003,120.260002,123.389999,122.660973,111912300,17
3/23/2021,123.330002,124.239998,122.139999,122.540001,121.815987,95467100,7
3/24/2021,122.82,122.900002,120.07,120.089996,119.380455,88530500,33
3/25/2021,119.540001,121.660004,119,120.589996,119.877502,98844700,32
3/26/2021,120.349998,121.480003,118.919998,121.209999,120.493843,94071200,67
3/29/2021,121.650002,122.580002,120.730003,121.389999,120.672783,80819200,6
3/30/2021,120.110001,120.400002,118.860001,119.900002,119.191582,85671900,88
3/31/2021,121.650002,123.519997,121.150002,122.150002,121.428284,118323800,42
4/1/2021,123.660004,124.18,122.489998,123,122.27327,75089100,66
4/5/2021,123.870003,126.160004,123.07,125.900002,125.156136,88651200,72
4/6/2021,126.5,127.129997,125.650002,126.209999,125.464294,80171300,81
4/7/2021,125.830002,127.919998,125.139999,127.900002,127.144318,83466700,62
4/8/2021,128.949997,130.389999,128.520004,130.360001,129.589783,88844600,59
4/9/2021,129.800003,133.039993,129.470001,133,132.214188,106686700,1
4/12/2021,132.520004,132.850006,130.630005,131.240005,130.464569,91420000,8
4/13/2021,132.440002,134.660004,131.929993,134.429993,133.635727,91266500,75
4/14/2021,134.940002,135,131.660004,132.029999,131.249924,87222800,8
4/15/2021,133.820007,135,133.639999,134.5,133.705307,89347100,73
4/16/2021,134.300003,134.669998,133.279999,134.160004,133.36734,84922400,64
4/19/2021,133.509995,135.470001,133.339996,134.839996,134.043304,94264200,48
4/20/2021,135.020004,135.529999,131.809998,133.110001,132.323547,94812300,92
4/21/2021,132.360001,133.75,131.300003,133.5,132.711227,68847100,84
4/22/2021,133.039993,134.149994,131.410004,131.940002,131.160461,84566500,94
4/23/2021,132.160004,135.119995,132.160004,134.320007,133.526398,78657500,75
4/26/2021,134.830002,135.059998,133.559998,134.720001,133.924042,66905100,40
4/27/2021,135.009995,135.410004,134.110001,134.389999,133.595963,66015800,40
4/28/2021,134.309998,135.020004,133.080002,133.580002,132.790756,107760100,25
4/29/2021,136.470001,137.070007,132.449997,133.479996,132.691345,151101000,29
4/30/2021,131.779999,133.559998,131.070007,131.460007,130.683289,109839500,63
5/3/2021,132.039993,134.070007,131.830002,132.539993,131.756897,75135100,86
5/4/2021,131.190002,131.490005,126.699997,127.849998,127.094612,137564700,86
5/5/2021,129.199997,130.449997,127.970001,128.100006,127.343147,84000900,77
5/6/2021,127.889999,129.75,127.129997,129.740005,128.97345,78128300,88
5/7/2021,130.850006,131.259995,129.479996,130.210007,129.660538,78973300,40
5/10/2021,129.410004,129.539993,126.809998,126.849998,126.314713,88071200,81
5/11/2021,123.5,126.269997,122.769997,125.910004,125.378685,126142800,46
5/12/2021,123.400002,124.639999,122.25,122.769997,122.251923,112172300,94
5/13/2021,124.580002,126.150002,124.260002,124.970001,124.442642,105861300,48
5/14/2021,126.25,127.889999,125.849998,127.449997,126.912178,81918000,0
5/17/2021,126.82,126.93,125.169998,126.269997,125.73716,74244600,78
5/18/2021,126.559998,126.989998,124.779999,124.849998,124.323151,63342900,81
5/19/2021,123.160004,124.919998,122.860001,124.690002,124.163826,92612000,12
5/20/2021,125.230003,127.720001,125.099998,127.309998,126.772766,76857100,54
5/21/2021,127.82,128,125.209999,125.43,124.900703,79295400,41
5/24/2021,126.010002,127.940002,125.940002,127.099998,126.563652,63092900,8
5/25/2021,127.82,128.320007,126.32,126.900002,126.364494,72009500,30
5/26/2021,126.959999,127.389999,126.419998,126.849998,126.314713,56575900,65
5/27/2021,126.440002,127.639999,125.080002,125.279999,124.751343,94625600,29
5/28/2021,125.57,125.800003,124.550003,124.610001,124.08416,71311100,27
6/1/2021,125.080002,125.349998,123.940002,124.279999,123.755547,67637100,34
6/2/2021,124.279999,125.239998,124.050003,125.059998,124.532265,59278900,50
6/3/2021,124.68,124.849998,123.129997,123.540001,123.018677,76229200,22
6/4/2021,124.07,126.160004,123.849998,125.889999,125.358765,75169300,62
6/7/2021,126.169998,126.32,124.830002,125.900002,125.368721,71057600,41
6/8/2021,126.599998,128.460007,126.209999,126.739998,126.205177,74403800,70
6/9/2021,127.209999,127.75,126.519997,127.129997,126.593521,56877900,28
6/10/2021,127.019997,128.190002,125.940002,126.110001,125.577835,71186400,94
6/11/2021,126.529999,127.440002,126.099998,127.349998,126.812592,53522400,86
6/14/2021,127.82,130.539993,127.07,130.479996,129.929398,96906500,36
6/15/2021,129.940002,130.600006,129.389999,129.639999,129.092941,62746300,94
6/16/2021,130.369995,130.889999,128.460007,130.149994,129.600784,91815000,73
6/17/2021,129.800003,132.550003,129.649994,131.789993,131.233856,96721700,66
6/18/2021,130.710007,131.509995,130.240005,130.460007,129.9095,108953300,51
6/21/2021,130.300003,132.410004,129.210007,132.300003,131.741699,79663300,80
6/22/2021,132.130005,134.080002,131.619995,133.979996,133.414612,74783600,42
6/23/2021,133.770004,134.320007,133.229996,133.699997,133.135803,60214200,11
6/24/2021,134.449997,134.639999,132.929993,133.410004,132.847046,68711000,38
6/25/2021,133.460007,133.889999,132.809998,133.110001,132.548294,70783700,9
6/28/2021,133.410004,135.25,133.350006,134.779999,134.211258,62111300,36
6/29/2021,134.800003,136.490005,134.350006,136.330002,135.7547,64556100,90
6/30/2021,136.169998,137.410004,135.869995,136.960007,136.38205,63261400,39
7/1/2021,136.600006,137.330002,135.759995,137.270004,136.69075,52485800,76
7/2/2021,137.899994,140,137.75,139.960007,139.3694,78852600,57
7/6/2021,140.070007,143.149994,140.070007,142.020004,141.420715,108181800,76
7/7/2021,143.539993,144.889999,142.660004,144.570007,143.959946,104911600,70
7/8/2021,141.580002,144.059998,140.669998,143.240005,142.635544,105575500,69
7/9/2021,142.75,145.649994,142.649994,145.110001,144.49765,99890800,51
7/12/2021,146.210007,146.320007,144,144.5,143.890228,76299700,43
7/13/2021,144.029999,147.460007,143.630005,145.639999,145.025421,100827100,100
7/14/2021,148.100006,149.570007,147.679993,149.149994,148.520584,127050800,46
7/15/2021,149.240005,150,147.089996,148.479996,147.853424,106820300,80
7/16/2021,148.460007,149.759995,145.880005,146.389999,145.772247,93251400,29
7/19/2021,143.75,144.070007,141.669998,142.449997,141.848892,121434600,81
7/20/2021,143.460007,147.100006,142.960007,146.149994,145.533249,96350000,60
7/21/2021,145.529999,146.130005,144.630005,145.399994,144.786438,74993500,40
7/22/2021,145.940002,148.199997,145.809998,146.800003,146.180527,77338200,11
7/23/2021,147.550003,148.720001,146.919998,148.559998,147.93309,71447400,56
7/26/2021,148.270004,149.830002,147.699997,148.990005,148.361298,72434100,44
7/27/2021,149.119995,149.210007,145.550003,146.770004,146.150665,104818600,37
7/28/2021,144.809998,146.970001,142.539993,144.979996,144.36821,118931200,69
7/29/2021,144.690002,146.550003,144.580002,145.639999,145.025421,56699500,50
7/30/2021,144.380005,146.330002,144.110001,145.860001,145.244507,70382000,30
8/2/2021,146.360001,146.949997,145.25,145.520004,144.90593,62880000,33
8/3/2021,145.809998,148.039993,145.179993,147.360001,146.738174,64786600,59
8/4/2021,147.270004,147.789993,146.279999,146.949997,146.329895,56368300,38
8/5/2021,146.979996,147.839996,146.169998,147.059998,146.439423,46397700,30
8/6/2021,146.350006,147.110001,145.630005,146.139999,145.741333,54067400,73
8/9/2021,146.199997,146.699997,145.520004,146.089996,145.691467,48908700,79
8/10/2021,146.440002,147.710007,145.300003,145.600006,145.20282,69023100,22
8/11/2021,146.050003,146.720001,145.529999,145.860001,145.462112,48493500,94
8/12/2021,146.190002,149.050003,145.839996,148.889999,148.483841,72282600,27
8/13/2021,148.970001,149.440002,148.270004,149.100006,148.693268,59318800,96
8/16/2021,148.539993,151.190002,146.470001,151.119995,150.707748,103296000,94
8/17/2021,150.229996,151.679993,149.089996,150.190002,149.780304,92229700,8
8/18/2021,149.800003,150.720001,146.149994,146.360001,145.960739,86326000,22
8/19/2021,145.029999,148,144.5,146.699997,146.29982,86960300,39
8/20/2021,147.440002,148.5,146.779999,148.190002,147.785751,59947400,32
8/23/2021,148.309998,150.190002,147.889999,149.710007,149.30162,60131800,44
8/24/2021,149.449997,150.860001,149.149994,149.619995,149.211838,48606400,22
8/25/2021,149.809998,150.320007,147.800003,148.360001,147.955276,58991300,51
8/26/2021,148.350006,149.119995,147.509995,147.539993,147.137527,48597200,71
8/27/2021,147.479996,148.75,146.830002,148.600006,148.194641,55721500,66
8/30/2021,149,153.490005,148.610001,153.119995,152.702286,90956700,96
8/31/2021,152.660004,152.800003,151.289993,151.830002,151.415817,86453100,39
9/1/2021,152.830002,154.979996,152.339996,152.509995,152.093964,80313700,80
9/2/2021,153.869995,154.720001,152.399994,153.649994,153.23085,71115500,95
9/3/2021,153.759995,154.630005,153.089996,154.300003,153.879089,57808700,38
9/7/2021,154.970001,157.259995,154.389999,156.690002,156.262573,82278300,20
9/8/2021,156.979996,157.039993,153.979996,155.110001,154.686874,74420200,98
9/9/2021,155.490005,156.110001,153.949997,154.070007,153.649719,57305700,54
9/10/2021,155,155.479996,148.699997,148.970001,148.563614,140646400,92
9/13/2021,150.630005,151.419998,148.75,149.550003,149.142044,102404300,78
9/14/2021,150.350006,151.070007,146.910004,148.119995,147.715927,109296300,25
9/15/2021,148.559998,149.440002,146.369995,149.029999,148.623459,83281300,13
9/16/2021,148.440002,148.970001,147.220001,148.789993,148.384094,68034100,96
9/17/2021,148.820007,148.820007,145.759995,146.059998,145.66156,129868800,13
9/20/2021,143.800003,144.839996,141.270004,142.940002,142.550064,123478900,59
9/21/2021,143.929993,144.600006,142.779999,143.429993,143.038727,75834000,99
9/22/2021,144.449997,146.429993,143.699997,145.850006,145.452133,76404300,80
9/23/2021,146.649994,147.080002,145.639999,146.830002,146.429459,64838200,15
9/24/2021,145.660004,147.470001,145.559998,146.919998,146.519211,53477900,7
9/27/2021,145.470001,145.960007,143.820007,145.369995,144.97345,74150700,23
9/28/2021,143.25,144.75,141.690002,141.910004,141.522888,108972300,7
9/29/2021,142.470001,144.449997,142.029999,142.830002,142.440369,74602000,10
9/30/2021,143.660004,144.380005,141.279999,141.5,141.113998,88934200,85
10/1/2021,141.899994,142.919998,139.110001,142.649994,142.260849,94639600,31
10/4/2021,141.759995,142.210007,138.270004,139.139999,138.760437,98322000,26
10/5/2021,139.490005,142.240005,139.360001,141.110001,140.725067,80861100,77
10/6/2021,139.470001,142.149994,138.369995,142,141.61264,83221100,43
10/7/2021,143.059998,144.220001,142.720001,143.289993,142.899109,61732700,66
10/8/2021,144.029999,144.179993,142.559998,142.899994,142.510162,58718700,69
10/11/2021,142.270004,144.809998,141.809998,142.809998,142.420425,64452200,64
10/12/2021,143.229996,143.25,141.039993,141.509995,141.123962,73035900,29
10/13/2021,141.240005,141.399994,139.199997,140.910004,140.525604,78762700,59
10/14/2021,142.110001,143.880005,141.509995,143.759995,143.367828,69907100,15
10/15/2021,143.770004,144.899994,143.509995,144.839996,144.444885,67885200,98
10/18/2021,143.449997,146.839996,143.160004,146.550003,146.150223,85589200,52
10/19/2021,147.009995,149.169998,146.550003,148.759995,148.354187,76378900,93
10/20/2021,148.699997,149.75,148.119995,149.259995,148.852829,58418800,63
10/21/2021,148.809998,149.639999,147.869995,149.479996,149.072235,61421000,85
10/22/2021,149.690002,150.179993,148.639999,148.690002,148.284393,58883400,90
10/25/2021,148.679993,149.369995,147.619995,148.639999,148.234528,50720600,26
10/26/2021,149.330002,150.839996,149.009995,149.320007,148.912674,60893400,55
10/27/2021,149.360001,149.729996,148.490005,148.850006,148.443954,56094900,99
10/28/2021,149.820007,153.169998,149.720001,152.570007,152.153809,100077900,23
10/29/2021,147.220001,149.940002,146.410004,149.800003,149.391357,124850400,32
11/1/2021,148.990005,149.699997,147.800003,148.960007,148.55365,74588300,62
11/2/2021,148.660004,151.570007,148.649994,150.020004,149.610764,69122000,60
11/3/2021,150.389999,151.970001,149.820007,151.490005,151.076752,54511500,86
11/4/2021,151.580002,152.429993,150.639999,150.960007,150.548187,60394600,56
11/5/2021,151.889999,152.199997,150.059998,151.279999,151.087509,65414600,93
11/8/2021,151.410004,151.570007,150.160004,150.440002,150.248581,55020900,71
11/9/2021,150.199997,151.429993,150.059998,150.809998,150.618103,56787900,76
11/10/2021,150.020004,150.130005,147.850006,147.919998,147.731781,65187100,4
11/11/2021,148.960007,149.429993,147.679993,147.869995,147.681839,41000000,52
11/12/2021,148.429993,150.399994,147.479996,149.990005,149.799149,63632600,33
11/15/2021,150.369995,151.880005,149.429993,150,149.809128,59222800,36
11/16/2021,149.940002,151.490005,149.339996,151,150.807861,59256200,6
11/17/2021,151,155,150.990005,153.490005,153.294693,88807000,99
11/18/2021,153.710007,158.669998,153.050003,157.869995,157.669113,137827700,81
11/19/2021,157.649994,161.020004,156.529999,160.550003,160.345718,117305600,71
11/22/2021,161.679993,165.699997,161,161.020004,160.815109,117467900,53
11/23/2021,161.119995,161.800003,159.059998,161.410004,161.20462,96041900,94
11/24/2021,160.75,162.139999,159.639999,161.940002,161.733948,69463600,78
11/26/2021,159.570007,160.449997,156.360001,156.809998,156.610474,76959800,67
11/29/2021,159.369995,161.190002,158.789993,160.240005,160.036102,88748200,30
11/30/2021,159.990005,165.520004,159.919998,165.300003,165.089676,174048100,22
12/1/2021,167.479996,170.300003,164.529999,164.770004,164.560349,152052500,29
12/2/2021,158.740005,164.199997,157.800003,163.759995,163.55162,136739200,85
12/3/2021,164.020004,164.960007,159.720001,161.839996,161.634064,117938300,83
12/6/2021,164.289993,167.880005,164.279999,165.320007,165.10965,107497000,12
12/7/2021,169.080002,171.580002,168.339996,171.179993,170.962173,120405400,36
12/8/2021,172.130005,175.960007,170.699997,175.080002,174.857224,116998900,13
12/9/2021,174.910004,176.75,173.919998,174.559998,174.337875,108923700,67
12/10/2021,175.210007,179.630005,174.690002,179.449997,179.221664,115228100,36
12/13/2021,181.119995,182.130005,175.529999,175.740005,175.516388,153237000,72
12/14/2021,175.25,177.740005,172.210007,174.330002,174.108185,139380400,52
12/15/2021,175.110001,179.5,172.309998,179.300003,179.071854,131063300,68
12/16/2021,179.279999,181.139999,170.75,172.259995,172.040802,150185800,69
12/17/2021,169.929993,173.470001,169.690002,171.139999,170.922241,195432700,89
12/20/2021,168.279999,170.580002,167.460007,169.75,169.533997,107499100,14
12/21/2021,171.559998,173.199997,169.119995,172.990005,172.769882,91185900,66
12/22/2021,173.039993,175.860001,172.149994,175.639999,175.416504,92135300,1
12/23/2021,175.850006,176.850006,175.270004,176.279999,176.055695,68356600,37
12/27/2021,177.089996,180.419998,177.070007,180.330002,180.10054,74919600,22
12/28/2021,180.160004,181.330002,178.529999,179.289993,179.061859,79144300,11
12/29/2021,179.330002,180.630005,178.139999,179.380005,179.151749,62348900,50
12/30/2021,179.470001,180.570007,178.089996,178.199997,177.973251,59773000,46
12/31/2021,178.089996,179.229996,177.259995,177.570007,177.344055,64062300,46
1/3/2022,177.830002,182.880005,177.710007,182.009995,181.778397,104487900,99
1/4/2022,182.630005,182.940002,179.119995,179.699997,179.471344,99310400,81
1/5/2022,179.610001,180.169998,174.639999,174.919998,174.697418,94537600,45
1/6/2022,172.699997,175.300003,171.639999,172,171.781143,96904000,37
1/7/2022,172.889999,174.139999,171.029999,172.169998,171.950928,86580100,76
1/10/2022,169.080002,172.5,168.169998,172.190002,171.970901,106765600,72
1/11/2022,172.320007,175.179993,170.820007,175.080002,174.857224,76138300,49
1/12/2022,176.119995,177.179993,174.820007,175.529999,175.306641,74805200,99
1/13/2022,175.779999,176.619995,171.789993,172.190002,171.970901,84505800,27
1/14/2022,171.339996,173.779999,171.089996,173.070007,172.849792,80355000,87
1/18/2022,171.509995,172.539993,169.410004,169.800003,169.583939,90956700,43
1/19/2022,170,171.080002,165.940002,166.229996,166.018478,94815000,98
1/20/2022,166.979996,169.679993,164.179993,164.509995,164.300659,91420500,56
1/21/2022,164.419998,166.330002,162.300003,162.410004,162.203354,122848900,69
1/24/2022,160.020004,162.300003,154.699997,161.619995,161.414337,162294600,18
1/25/2022,158.979996,162.759995,157.020004,159.779999,159.576691,115798400,90
1/26/2022,163.5,164.389999,157.820007,159.690002,159.486801,108275300,0
1/27/2022,162.449997,163.839996,158.279999,159.220001,159.01741,121954600,76
1/28/2022,165.710007,170.350006,162.800003,170.330002,170.113266,179935700,41
1/31/2022,170.160004,175,169.509995,174.779999,174.557602,115541600,79
2/1/2022,174.009995,174.839996,172.309998,174.610001,174.387817,86213900,36
2/2/2022,174.75,175.880005,173.330002,175.839996,175.616257,84914300,79
2/3/2022,174.479996,176.240005,172.119995,172.899994,172.679993,89418100,21
2/4/2022,171.679993,174.100006,170.679993,172.389999,172.389999,82391400,29
2/7/2022,172.860001,173.949997,170.949997,171.660004,171.660004,77251200,56
2/8/2022,171.729996,175.350006,171.429993,174.830002,174.830002,74829200,13
2/9/2022,176.050003,176.649994,174.899994,176.279999,176.279999,71285000,31
2/10/2022,174.139999,175.479996,171.550003,172.119995,172.119995,90865900,97
2/11/2022,172.330002,173.080002,168.039993,168.639999,168.639999,98566000,2
2/14/2022,167.369995,169.580002,166.559998,168.880005,168.880005,86185500,62
2/15/2022,170.970001,172.949997,170.25,172.789993,172.789993,64286300,26
2/16/2022,171.850006,173.339996,170.050003,172.550003,172.550003,61177400,19
2/17/2022,171.029999,171.910004,168.470001,168.880005,168.880005,69589300,53
2/18/2022,169.820007,170.539993,166.190002,167.300003,167.300003,82614200,96
2/22/2022,164.979996,166.690002,162.149994,164.320007,164.320007,91162800,35
2/23/2022,165.539993,166.149994,159.75,160.070007,160.070007,90009200,94
2/24/2022,152.580002,162.850006,152,162.740005,162.740005,141147500,40
2/25/2022,163.839996,165.119995,160.869995,164.850006,164.850006,91881700,12
2/28/2022,163.059998,165.417999,162.429993,165.119995,165.119995,95056629,23
